НвАЭС2  АРМ ПЗ (10CWH10)
Имя пользователя: PLS, Имя протокола: cfdi_nvate_diskret 
Создано: 04.08.2016 09:36:33, Выборка: 04.08.16 09:00:00 - 04.08.16 09:10:00
Время	KKS	Знач	Ед.изм	Дост	Описание	
03.08.16 09:24:15,522	10LAB30EJ002_ZV61	0		повт.дост	Сигнализация о течи на участке трубопровода питательной воды 10LAB30 в помещении UJE (комплексный анализ)	
03.08.16 09:24:15,522	10LAB30EJ002_ZV62	0		повт.дост	Сигнализация о вероятной течи на участке трубопровода питательной воды 10LAB30 в помещении UJE (комплексный анализ)	
03.08.16 09:24:15,522	10LAB40EJ001_ZV31	0		повт.дост	Участок трубопровода питательной воды 10LAB40 в помещении UJA (сигнализация о течи)	
03.08.16 09:24:15,522	10LAB40EJ001_ZV32	0		повт.дост	Участок трубопровода питательной воды 10LAB40 в помещении UJA (сигнализация о вероятной течи)	
03.08.16 09:24:15,522	10LAB40EJ001_ZV41	0		повт.дост	Участок трубопровода питательной воды 10LAB40 в помещении UJA (сигнализация о течи)	
03.08.16 09:24:15,522	10LAB40EJ001_ZV42	0		повт.дост	Участок трубопровода питательной воды 10LAB40 в помещении UJA (сигнализация о вероятной течи)	
03.08.16 09:24:15,522	10LAB40EJ001_ZV61	0		повт.дост	Сигнализация о течи на участке трубопровода питательной воды 10LAB40 в помещении UJA (комплексный анализ)	
03.08.16 09:24:15,522	10LAB40EJ001_ZV62	0		повт.дост	Сигнализация о вероятной течи на участке трубопровода питательной воды 10LAB40 в помещении UJA (комплексный анализ)	
03.08.16 09:24:15,522	10LAB40EJ002_ZV31	0		повт.дост	Участок трубопровода питательной воды 10LAB40 в помещении UJE (сигнализация о течи)	
03.08.16 09:24:15,522	10LAB40EJ002_ZV41	0		повт.дост	Участок трубопровода питательной воды 10LAB40 в помещении UJE (сигнализация о течи)	
03.08.16 09:24:15,522	10LAB40EJ002_ZV42	0		повт.дост	Участок трубопровода питательной воды 10LAB40 в помещении UJE (сигнализация о вероятной течи)	
03.08.16 09:24:15,522	10LAB40EJ002_ZV61	0		повт.дост	Сигнализация о течи на участке трубопровода питательной воды 10LAB40 в помещении UJE (комплексный анализ)	
03.08.16 09:24:15,522	10LAB40EJ002_ZV62	0		повт.дост	Сигнализация о вероятной течи на участке трубопровода питательной воды 10LAB40 в помещении UJE (комплексный анализ)	
03.08.16 09:24:15,522	10LAB50EJ001_ZV31	0		повт.дост	Участок трубопровода питательной воды 10LAB50 в помещении UJA (сигнализация о течи)	
03.08.16 09:24:15,522	10LAB50EJ001_ZV32	0		повт.дост	Участок трубопровода питательной воды 10LAB50 в помещении UJA (сигнализация о вероятной течи)	
03.08.16 09:24:15,522	10LAB50EJ001_ZV41	0		повт.дост	Участок трубопровода питательной воды 10LAB50 в помещении UJA (сигнализация о течи)	
03.08.16 09:24:15,522	10LAB50EJ001_ZV42	0		повт.дост	Участок трубопровода питательной воды 10LAB50 в помещении UJA (сигнализация о вероятной течи)	
03.08.16 09:24:15,522	10LAB50EJ001_ZV61	0		повт.дост	Сигнализация о течи на участке трубопровода питательной воды 10LAB50 в помещении UJA (комплексный анализ)	
03.08.16 09:24:15,522	10LAB50EJ001_ZV62	0		повт.дост	Сигнализация о вероятной течи на участке трубопровода питательной воды 10LAB50 в помещении UJA (комплексный анализ)	
03.08.16 09:24:15,522	10LAB50EJ002_ZV31	0		повт.дост	Участок трубопровода питательной воды 10LAB50 в помещении UJE (сигнализация о течи)	
03.08.16 09:24:15,522	10LAB50EJ002_ZV32	0		повт.дост	Участок трубопровода питательной воды 10LAB50 в помещении UJE (сигнализация о вероятной течи)	
03.08.16 09:24:15,522	10LAB50EJ002_ZV41	0		повт.дост	Участок трубопровода питательной воды 10LAB50 в помещении UJE (сигнализация о течи)	
03.08.16 09:24:15,522	10LAB50EJ002_ZV42	0		повт.дост	Участок трубопровода питательной воды 10LAB50 в помещении UJE (сигнализация о вероятной течи)	
03.08.16 09:24:15,522	10LAB50EJ002_ZV61	0		повт.дост	Сигнализация о течи на участке трубопровода питательной воды 10LAB50 в помещении UJE (комплексный анализ)	
03.08.16 09:24:15,522	10LAB50EJ002_ZV62	0		повт.дост	Сигнализация о вероятной течи на участке трубопровода питательной воды 10LAB50 в помещении UJE (комплексный анализ)	
03.08.16 09:24:15,522	10LAB60EJ001_ZV31	0		повт.дост	Участок трубопровода питательной воды 10LAB60 в помещении UJA (сигнализация о течи)	
03.08.16 09:24:15,522	10LAB60EJ001_ZV32	0		повт.дост	Участок трубопровода питательной воды 10LAB60 в помещении UJA (сигнализация о вероятной течи)	
03.08.16 09:24:15,522	10LAB60EJ001_ZV41	0		повт.дост	Участок трубопровода питательной воды 10LAB60 в помещении UJA (сигнализация о течи)	
03.08.16 09:24:15,522	10LAB60EJ001_ZV42	0		повт.дост	Участок трубопровода питательной воды 10LAB60 в помещении UJA (сигнализация о вероятной течи)	
03.08.16 09:24:15,522	10LAB60EJ001_ZV61	0		повт.дост	Сигнализация о течи на участке трубопровода питательной воды 10LAB60 в помещении UJA (комплексный анализ)	
03.08.16 09:24:15,522	10LAB60EJ001_ZV62	0		повт.дост	Сигнализация о вероятной течи на участке трубопровода питательной воды 10LAB60 в помещении UJA (комплексный анализ)	
03.08.16 09:24:15,522	10LAB60EJ002_ZV31	0		повт.дост	Участок трубопровода питательной воды 10LAB60 в помещении UJE (сигнализация о течи)	
03.08.16 09:24:15,522	10LAB60EJ002_ZV41	0		повт.дост	Участок трубопровода питательной воды 10LAB60 в помещении UJE (сигнализация о течи)	
03.08.16 09:24:15,522	10LAB60EJ002_ZV42	0		повт.дост	Участок трубопровода питательной воды 10LAB60 в помещении UJE (сигнализация о вероятной течи)	
03.08.16 09:24:15,522	10LAB60EJ002_ZV61	0		повт.дост	Сигнализация о течи на участке трубопровода питательной воды 10LAB60 в помещении UJE (комплексный анализ)	
03.08.16 09:24:15,522	10LAB60EJ002_ZV62	0		повт.дост	Сигнализация о вероятной течи на участке трубопровода питательной воды 10LAB60 в помещении UJE (комплексный анализ)	
03.08.16 10:02:45,665	10LCQ50AA009_F0#5	НЕТ		повт.дост	Обобщенный сигнал неисправности управления|СДУВКА 10LCQ50AT001	
03.08.16 10:02:45,665	10LCQ50AA009_F1#0	НЕТ		повт.дост	Превышение контрольного времени в направлении ЗАКРЫТО|СДУВКА 10LCQ50AT001	
03.08.16 10:02:45,665	10LCQ50AA009_F1#1	НЕТ		повт.дост	Превышение контрольного времени в направлении ОТКРЫТО|СДУВКА 10LCQ50AT001	
03.08.16 10:02:45,665	10LCQ50AA009_F1#2	НЕТ		повт.дост	Несоответствие состояния ЗАКРЫТО исполнительного механизма команде ОТКРЫТЬ. Требует квитирования.|СДУВКА 10LCQ50AT001	
03.08.16 10:02:45,665	10LCQ50AA009_F1#3	НЕТ		повт.дост	Несоответствие состояния ОТКРЫТО исполнительного механизма команде ЗАКРЫТЬ. Требует квитирования.|СДУВКА 10LCQ50AT001	
03.08.16 10:02:45,665	10LCQ50AA009_F1#4	НЕТ		повт.дост	Неисправность схемы управления|СДУВКА 10LCQ50AT001	
03.08.16 10:02:45,665	10LCQ50AA009_F1#5	НЕТ		повт.дост	Тестовый режим|СДУВКА 10LCQ50AT001	
03.08.16 10:02:45,665	10LCQ50AA009_F1#6	НЕТ		повт.дост	Снижение напряжения питания|СДУВКА 10LCQ50AT001	
03.08.16 10:02:45,665	10LCQ50AA009_F1#7	НЕТ		повт.дост	Неисправность цепей командных выходов|СДУВКА 10LCQ50AT001	
03.08.16 10:16:15,059	10LCQ50AA001_F0#5	НЕТ		повт.дост	Обобщенный сигнал неисправности управления|ДРЕНАЖ В ТРАП	
03.08.16 10:16:15,059	10LCQ50AA001_F1#0	НЕТ		повт.дост	Превышение контрольного времени в направлении ЗАКРЫТО|ДРЕНАЖ В ТРАП	
03.08.16 10:16:15,059	10LCQ50AA001_F1#1	НЕТ		повт.дост	Превышение контрольного времени в направлении ОТКРЫТО|ДРЕНАЖ В ТРАП	
03.08.16 10:16:15,059	10LCQ50AA001_F1#2	НЕТ		повт.дост	Несоответствие состояния ЗАКРЫТО исполнительного механизма команде ОТКРЫТЬ. Требует квитирования.|ДРЕНАЖ В ТРАП	
03.08.16 10:16:15,059	10LCQ50AA001_F1#3	НЕТ		повт.дост	Несоответствие состояния ОТКРЫТО исполнительного механизма команде ЗАКРЫТЬ. Требует квитирования.|ДРЕНАЖ В ТРАП	
03.08.16 10:16:15,059	10LCQ50AA001_F1#4	НЕТ		повт.дост	Неисправность схемы управления|ДРЕНАЖ В ТРАП	
03.08.16 10:16:15,059	10LCQ50AA001_F1#5	НЕТ		повт.дост	Тестовый режим|ДРЕНАЖ В ТРАП	
03.08.16 10:16:15,059	10LCQ50AA001_F1#6	НЕТ		повт.дост	Снижение напряжения питания|ДРЕНАЖ В ТРАП	
03.08.16 10:16:15,059	10LCQ50AA001_F1#7	НЕТ		повт.дост	Неисправность цепей командных выходов|ДРЕНАЖ В ТРАП	
03.08.16 10:43:15,126	10LAB05CP903_XH09	ДА		повт.дост	P НАПОР ПЭН >7.3 МПА	
03.08.16 10:43:15,126	10LAB05CP903_XH11	ДА		повт.дост	P НАПОР ПЭН >8.3 МПА	
03.08.16 10:43:15,126	10LAB05CP903_XH62	НЕТ		повт.дост	P НАПОР ПЭН <8.5 МПА	
03.08.16 10:43:15,126	10LAB05CP903_XH64	НЕТ		повт.дост	P НАПОР ПЭН <8.3 МПА	
03.08.16 10:43:15,126	10LAB05CP903_XM20	НЕТ		повт.дост	P НАПОР ПЭН РАССОГЛ ОБЩ	
03.08.16 10:43:15,126	10LAB05CP903_XM32	НЕТ		повт.дост	P НАПОР ПЭН РАССОГЛ 2Д	
03.08.16 10:43:15,126	10LAB50EB201_XS04	НЕТ		повт.дост	ШП П/О ПЭН-5 ШАГ 04	
03.08.16 10:43:15,126	10LAB50EB201_XS05	НЕТ		повт.дост	ШП П/О ПЭН-5 ШАГ 05	
03.08.16 10:43:15,126	10LAB50EB201_Z0#0	ДА		повт.дост	ДИСТАНЦИОННЫЙ РЕЖИМ|ШП П/О ПЭН-5	
03.08.16 10:43:15,126	10LAB50EB201_Z0#1	НЕТ		повт.дост	АВТОМАТИЧЕСКИЙ РЕЖИМ|ШП П/О ПЭН-5	
03.08.16 10:43:15,126	10LAB50EB201_Z0#2	НЕТ		повт.дост	ПАРАЛЛЕЛЬНЫЙ РЕЖИМ|ШП П/О ПЭН-5	
03.08.16 10:43:15,126	10LAB50EB201_Z0#3	НЕТ		повт.дост	Сигнал обратной связи программы ОСТАНОВ|ШП П/О ПЭН-5	
03.08.16 10:43:15,126	10LAB50EB201_Z0#4	НЕТ		повт.дост	Сигнал обратной связи программы ПУСК|ШП П/О ПЭН-5	
03.08.16 10:43:15,126	10LAB50EB201_Z0#6	НЕТ		повт.дост	Недостоверность состояния|ШП П/О ПЭН-5	
03.08.16 10:43:15,126	10LAB50EB201_Z0#7	НЕТ		повт.дост	Недостоверность состояния|ШП П/О ПЭН-5	
03.08.16 10:43:15,126	10LAB50EB201_Z0#8	НЕТ		повт.дост	Недостоверность состояния|ШП П/О ПЭН-5	
03.08.16 10:43:15,126	10LAB50EB201_Z0#9	НЕТ		повт.дост	Недостоверность состояния|ШП П/О ПЭН-5	
03.08.16 10:43:15,126	10LAB50EB201_Z0#10	НЕТ		повт.дост	Недостоверность состояния|ШП П/О ПЭН-5	
03.08.16 10:45:15,571	10LAB05AA003_B0#0	НЕТ		повт.нд	Дистанционная команда ЗАКРЫТЬ|ЗДВ-2 НАПОР ПЭН5	
03.08.16 10:45:15,571	10LAB05AA003_B0#1	НЕТ		повт.нд	Дистанционная команда ОТКРЫТЬ|ЗДВ-2 НАПОР ПЭН5	
03.08.16 10:45:15,571	10LAB05AA003_OU	ОТКРЫТЬ		повт.дост	ЗДВ-2 НАПОР ПЭН5	
03.08.16 10:46:15,746	10LAB05AA003_Z0#0	НЕТ		повт.дост	Исполнительный механизм находится в положении ЗАКРЫТО|ЗДВ-2 НАПОР ПЭН5	
03.08.16 10:46:15,746	10LAB05AA003_Z0#1	ДА		повт.дост	Исполнительный механизм находится в положении ОТКРЫТО|ЗДВ-2 НАПОР ПЭН5	
03.08.16 10:46:15,746	10LAB05AA003_Z0#6	НЕТ		повт.дост	Недостоверное состояние исполнительного механизма|ЗДВ-2 НАПОР ПЭН5	
03.08.16 10:46:15,746	10LAB05AA003_Z0#7	НЕТ		повт.дост	Недостоверное состояние исполнительного механизма|ЗДВ-2 НАПОР ПЭН5	
03.08.16 10:47:15,784	10LAB05AA002_B0#0	НЕТ		повт.нд	Дистанционная команда ЗАКРЫТЬ|ЗДВ-1 НАПОР ПЭН5	
03.08.16 10:47:15,784	10LAB05AA002_B0#1	НЕТ		повт.нд	Дистанционная команда ОТКРЫТЬ|ЗДВ-1 НАПОР ПЭН5	
03.08.16 10:47:15,784	10LAB05AA002_OU	ОТКРЫТЬ		повт.дост	ЗДВ-1 НАПОР ПЭН5	
03.08.16 10:47:15,784	10LAB05CF901_XH62	НЕТ		повт.дост	F НАПОР ПЭН5 <450 М3/Ч	
03.08.16 10:47:15,784	10LAB05CF901_XH64	НЕТ		повт.дост	F НАПОР ПЭН5 <400 М3/Ч	
03.08.16 10:47:15,784	10LAB05CF901_XM20	НЕТ		повт.дост	F НАПОР ПЭН5 РАССОГЛ ОБЩ	
03.08.16 10:47:15,784	10LAB05CF901_XM31	НЕТ		повт.дост	F НАПОР ПЭН5 РАССОГЛ 1Д	
03.08.16 10:47:15,784	10LAB05CF901_XM32	НЕТ		повт.дост	F НАПОР ПЭН5 РАССОГЛ 2Д	
03.08.16 10:48:45,832	10LAB00FT004_XM20	НЕТ		повт.дост	Т ПВ ДО УЗЛ ПИТ ПГ РАССОГЛ	
03.08.16 10:48:45,832	10LAB01CF901_XH07	НЕТ		повт.дост	F НАПОР ПЭН1 >1000 М3/Ч	
03.08.16 10:48:45,832	10LAB05AA002_Z0#0	НЕТ		повт.дост	Исполнительный механизм находится в положении ЗАКРЫТО|ЗДВ-1 НАПОР ПЭН5	
03.08.16 10:48:45,832	10LAB05AA002_Z0#1	ДА		повт.дост	Исполнительный механизм находится в положении ОТКРЫТО|ЗДВ-1 НАПОР ПЭН5	
03.08.16 10:48:45,832	10LAB05AA002_Z0#6	НЕТ		повт.дост	Недостоверное состояние исполнительного механизма|ЗДВ-1 НАПОР ПЭН5	
03.08.16 10:48:45,832	10LAB05AA002_Z0#7	НЕТ		повт.дост	Недостоверное состояние исполнительного механизма|ЗДВ-1 НАПОР ПЭН5	
03.08.16 10:48:45,832	10LAB05CF901_XH11	ДА		повт.дост	F НАПОР ПЭН5 >530 М3/Ч	
03.08.16 10:48:45,832	10LAB05CF901_XH58	НЕТ		повт.дост	F НАПОР ПЭН5 <500 М3/Ч	
03.08.16 10:48:45,832	10LAB05EE004TE0_B0#0	НЕТ		повт.нд	Дистанционная команда ВЫВЕДЕНА|ПУ З РЕЦ ПЭН5	
03.08.16 10:48:45,832	10LAB05EE004TE0_B0#1	НЕТ		повт.нд	Дистанционная команда ВВЕДЕНА|ПУ З РЕЦ ПЭН5	
03.08.16 10:48:45,832	10LAB05EE004TE0_OU	ПЕРЕКЛ. АВТ/ДИСТ		повт.дост	ПУ З РЕЦ ПЭН5	
03.08.16 10:48:45,832	10LAB05EE004TE0_Z0#0	НЕТ		повт.дост	ВЫВЕДЕНА|ПУ З РЕЦ ПЭН5	
03.08.16 10:48:45,832	10LAB05EE004TE0_Z0#1	ДА		повт.дост	ВВЕДЕНА|ПУ З РЕЦ ПЭН5	
03.08.16 10:48:45,832	10LAB05EE004_XA01	НЕТ		повт.дост	ПУ З РЕЦ ПЭН5 ОТКРЫТЬ	
03.08.16 10:54:15,772	10LAB01CF901_XM33	НЕТ		повт.дост	F НАПОР ПЭН1 РАССОГЛ 3Д	
03.08.16 10:55:15,885	10LAB01CF901_XH11	НЕТ		повт.дост	F НАПОР ПЭН1 >530 М3/Ч	
03.08.16 10:55:15,885	10LAB01CF901_XH58	ДА		повт.дост	F НАПОР ПЭН1 <500 М3/Ч	
03.08.16 10:55:15,885	10LAB01CF901_XH62	ДА		повт.дост	F НАПОР ПЭН1 <450 М3/Ч	
03.08.16 10:55:15,885	10LAB01CF901_XH64	ДА		повт.дост	F НАПОР ПЭН1 <400 М3/Ч	
03.08.16 10:55:15,885	10LAB05AA005_Z0#0	ДА		повт.дост	Исполнительный механизм находится в положении ЗАКРЫТО|ЗДВ-1 РЕЦ ПЭН5	
03.08.16 10:55:15,885	10LAB05AA005_Z0#1	НЕТ		повт.дост	Исполнительный механизм находится в положении ОТКРЫТО|ЗДВ-1 РЕЦ ПЭН5	
03.08.16 10:55:15,885	10LAB05AA005_Z0#6	НЕТ		повт.дост	Недостоверное состояние исполнительного механизма|ЗДВ-1 РЕЦ ПЭН5	
03.08.16 10:55:15,885	10LAB05AA005_Z0#7	НЕТ		повт.дост	Недостоверное состояние исполнительного механизма|ЗДВ-1 РЕЦ ПЭН5	
03.08.16 10:55:15,885	10LAB05CF901_XH07	ДА		повт.дост	F НАПОР ПЭН5 >1000 М3/Ч	
03.08.16 10:55:15,885	10LAB05EE004_XA17	ДА		повт.дост	ПУ З РЕЦ ПЭН5 ЗАКРЫТЬ	
03.08.16 10:56:15,927	10LAB01CP903_XH09	НЕТ		повт.дост	P НАПОР ПЭН >7.3 МПА	
03.08.16 10:56:15,927	10LAB01CP903_XH11	НЕТ		повт.дост	P НАПОР ПЭН >8.3 МПА	
03.08.16 10:56:15,927	10LAB01CP903_XH62	ДА		повт.дост	P НАПОР ПЭН <8.5 МПА	
03.08.16 10:56:15,927	10LAB01CP903_XH64	ДА		повт.дост	P НАПОР ПЭН <8.3 МПА	
03.08.16 10:56:15,927	10LAB01CP903_XM32	НЕТ		повт.дост	P НАПОР ПЭН РАССОГЛ 2Д	
03.08.16 10:56:15,927	10LAB50CF901_XH07	ДА		повт.дост	F В ПГ-3 >300 М3/Ч	
03.08.16 10:56:15,927	10LAB50EE004_XA44	ДА		повт.дост	УПР РЕЖ РЕГ L ПГ3 ОСНОВНОЙ	
03.08.16 11:42:35,440	10LBA12EU001_XH11	НЕТ		дост	МАХ СК ИЗМ Т М СКР24 >4 ГРАД/МИН	
03.08.16 12:01:45,941	11LCQ17AA004_B0#0	НЕТ		повт.нд	Дистанционная команда ЗАКРЫТЬ|КЛ. ОТБОРА ПРОБ АХК	
03.08.16 12:01:45,941	11LCQ17AA004_B0#1	НЕТ		повт.нд	Дистанционная команда ОТКРЫТЬ|КЛ. ОТБОРА ПРОБ АХК	
